,Value,Std err,t-test,p-value,Rob. Std err,Rob. t-test,Rob. p-value,CI_lower,CI_upper,WTP_mean,WTP_CI_lower,WTP_CI_upper
Healthcare_restrictions_3,-0.4134439556027787,0.0798476914303919,-5.177907440983473,2.243885017794156e-07,0.0805644573338855,-5.131840631524786,2.869223958423817e-07,-0.5699454308063469,-0.2569424803992105,1.1741942851869671,0.665714144512171,1.6308665918875382
Healthcare_restrictions_3_No,0.0239682591230175,0.0932168192895847,0.257123760558258,0.7970832357520232,0.0951325187729461,0.2519460162746547,0.8010827907039659,-0.1587367066845684,0.2066732249306036,-0.06807063570949057,-0.5930874966332651,0.4572985710245071
Healthcare_restrictions_3_Prefer not to answer,0.6290106687452102,0.3138071758200786,2.0044496022164053,0.0450219204248589,0.3459502953309067,1.818211104989958,0.0690318733511043,0.0139486041378561,1.244072733352564,-1.7864107639098215,-3.5378222298728996,0.03854694184962604
Mask_mandates_2,0.0030688217408144,0.0873456830900431,0.0351342119295218,0.9719727210695857,0.0877085955480972,0.0349888368595705,0.9720886423198168,-0.1681287171156701,0.174266360597299,-0.008715553587107686,-0.5007809108896603,0.48411349817648847
Mask_mandates_2_No,0.001138885237765,0.1017182194652604,0.0111964724092918,0.9910666941775776,0.1023590534347049,0.0111263752403843,0.99112262014273,-0.1982288249141453,0.2005065953896755,-0.0032344711285421817,-0.5759273420389612,0.5702777774252494
Mask_mandates_2_Prefer not to answer,-0.2093353099924906,0.3176174786762299,-0.6590799437894947,0.5098444340305226,0.3328664644263442,-0.6288867529904377,0.5294231991732508,-0.8318655681979013,0.4131949482129199,0.5945190910401901,-1.2206420345797588,2.36113254231662
Mask_mandates_3,0.2047030684332451,0.0715985106682981,2.8590408728136034,0.0042492403100933,0.0771910572377823,2.6519013439946786,0.0080039924953447,0.0643699875233808,0.3450361493431093,-0.5813633743033432,-0.9836631980310853,-0.1561427088055501
Mask_mandates_3_No,-0.1867422480157784,0.0835945257824143,-2.233905226065211,0.0254893096345845,0.0897921850037123,-2.079716046647688,0.0375515853750678,-0.3505875185493106,-0.0228969774822463,0.5303540599678332,0.04323924734708551,0.9984918626038746
Mask_mandates_3_Prefer not to answer,-0.3356004271035925,0.268363883891277,-1.250542443481535,0.2111014608961461,0.2822218081455304,-1.1891371163299225,0.2343857148465944,-0.8615936395304955,0.1903927853233104,0.9531161316334292,-0.5857008128260569,2.4499106925654126
Mask_mandates_4,0.1044212964597819,0.0890340251796383,1.1728246167585674,0.2408661442804569,0.0942904408502103,1.107443082439984,0.2681024078545864,-0.0700853928923091,0.278927985811873,-0.2965598792613379,-0.7926394369658161,0.21369771657838904
Mask_mandates_4_No,-0.0801998884170913,0.1034902157565601,-0.7749514080224305,0.4383683732598307,0.1099157783016191,-0.7296485514301265,0.4656050367894977,-0.2830407112999492,0.1226409344657664,0.22777029238385157,-0.36023061570631476,0.8039061652404197
Mask_mandates_4_Prefer not to answer,0.220267241332667,0.3229426211983615,0.682063087601472,0.4951990599156213,0.2263917817289777,0.9729471611136368,0.3305795639472277,-0.4127002962161215,0.8532347788814556,-0.625566131713398,-2.4245158644746034,1.2079491326740235
Number_of_infections,-0.3521086423418812,0.0263519085757143,-13.36178900781333,0.0,0.0347515179691398,-10.132180201583187,0.0,-0.4037583831502812,-0.3004589015334812,1.0,0.7660839929331503,1.188558301565588
Number_of_infections_No,0.0590935950640514,0.0306263603113733,1.9295010723852364,0.0536686870759552,0.0398251086192468,1.4838275930148364,0.1378546648568175,-0.0009340711462402,0.1191212612743431,-0.1678277325742952,-0.3382233092697952,0.009299079127352283
Number_of_infections_Prefer not to answer,0.0202390552863306,0.1041773607292482,0.1942749858957448,0.8459605708439906,0.1213930075824514,0.1667234026851509,0.8675876905832844,-0.183948571742996,0.2244266823156572,-0.05747957548477158,-0.6397267954460624,0.5283314315940205
SIGMA_PANEL_ASC2,0.3753005193679961,0.0386212552928194,9.717460411955406,0.0,0.0456988113979012,8.212478790755421,2.220446049250313e-16,0.2996028589940699,0.4509981797419222,-1.0658656852949284,-1.312406205839458,-0.774777354874647
School_closures_2,0.1257101992376783,0.0791674452415991,1.587902689723566,0.112308345197245,0.0835845582236683,1.5039883192453296,0.1325843743666599,-0.0294579934358558,0.2808783919112126,-0.3570210557786295,-0.798872164202529,0.09955952275482205
School_closures_2_No,0.0024098400153692,0.0924780827917346,0.0260584988639565,0.9792106789207198,0.0972746278574302,0.0247735721888472,0.9802355709253704,-0.1788472022564306,0.1836668822871692,-0.006844024047070554,-0.5267368224754831,0.5137182908103903
School_closures_2_Prefer not to answer,-0.0281557533870383,0.313219083027415,-0.0898915644439644,0.9283733846123938,0.3169159954937425,-0.0888429545601596,0.9292067198390548,-0.6420651561207718,0.585753649346695,0.0799632556581794,-1.6884781316724906,1.8513283670762548
School_closures_3,-0.1236586366868391,0.0804842684514529,-1.5364323869257557,0.1244323686519439,0.0816741804649858,-1.5140480869575694,0.1300136437682724,-0.281407802851687,0.0340905294780086,0.35119455138727407,-0.11375988011439386,0.8015930543311058
School_closures_3_No,0.0154333418779472,0.0937986295210588,0.16453696559055,0.8693084489357183,0.0959867118802766,0.1607862335903024,0.8722617681632512,-0.168411971983328,0.1992786557392225,-0.04383119305251854,-0.5730609694121074,0.4833939409908397
School_closures_3_Prefer not to answer,-0.0889458622120999,0.3352522075107309,-0.2653102954117101,0.7907704340294706,0.3554980845943951,-0.2502006791782931,0.8024321600482123,-0.7460401889331326,0.5681484645089326,0.2526091425093099,-1.6378882524655278,2.1206142026188726
School_closures_4,0.0882100932677399,0.1031832844221591,0.8548874341588262,0.3926134677597637,0.1007270947693899,0.8757335200592546,0.3811749181985269,-0.1140291441996918,0.2904493307351718,-0.2505195347693056,-0.8247670266769582,0.3330564508778066
School_closures_4_No,-0.0960779124700278,0.1203700386264098,-0.7981879341936824,0.4247614382546234,0.1190906170800718,-0.8067630752591434,0.4198029964833143,-0.3320031881777912,0.1398473632377355,0.27286439728094086,-0.4127989354244423,0.9418131348460395
School_closures_4_Prefer not to answer,0.4699548175787655,0.4163531070325844,1.1287409884561908,0.2590071129768188,0.3421526844198811,1.373523689798233,0.1695896017693894,-0.3460972722050999,1.286006907362631,-1.3346869717627126,-3.658804564822126,1.028629947008623
School_closures_5,-0.3619678154030697,0.1032954647326135,-3.5041985273994847,0.00045798379384,0.1068713777224499,-3.3869481531633023,0.0007067474260571,-0.5644269262789923,-0.1595087045271472,1.0280003722590134,0.4005797193581071,1.6067476781289605
School_closures_5_No,0.0686895230589518,0.1200990008144758,0.5719408370854028,0.567362056697768,0.1237077139131448,0.555256587371574,0.5787191683196733,-0.1667045185374209,0.3040835646553245,-0.1950804802804512,-0.8677635405652734,0.4902782003991756
School_closures_5_Prefer not to answer,0.2219522021163967,0.428857081872976,0.5175435162386737,0.6047767997478011,0.3708418566007088,0.5985090360373643,0.5495003314627531,-0.6186076783546361,1.0625120825874297,-0.630351475158884,-3.0261920230372685,1.8095936199000255
Transit_2,-0.0897062151349545,0.0569667388911004,-1.5747121369618864,0.1153229050425328,0.0598333455654103,-1.4992679130216258,0.1338041429720955,-0.2013610233615113,0.0219485930916022,0.2547685695480712,-0.07382543964904914,0.5722254123245997
Transit_2_No,0.1204785586759164,0.0664624676261343,1.8127307483320396,0.0698733595720992,0.0695080971325159,1.733302502098803,0.0830419162895104,-0.0097878778713068,0.2507449952231398,-0.3421630263733694,-0.7124951182145227,0.044691702337674
Transit_2_Prefer not to answer,0.1090108593515827,0.2234906287151163,0.4877647889681268,0.6257164546364713,0.2436239679330153,0.447455397252028,0.6545462852799073,-0.3290307729300453,0.5470524916332108,-0.3095943871941041,-1.559242864234844,0.9543627231173162
