,Value,Std err,t-test,p-value,Rob. Std err,Rob. t-test,Rob. p-value,CI_lower,CI_upper,WTP_mean,WTP_CI_lower,WTP_CI_upper
"Number_of_infections_$35,000 - 75,000",-0.3101786814750957,-0.0,1.7976931348623157e+308,0.0,0.0,1.7976931348623157e+308,0.0,-0.3101786814750957,-0.3101786814750957,1.3204381375650431,1.1196948478644768,1.473521080876934
"Number_of_infections_> $150,000",-0.3101786814750957,-0.0,1.7976931348623157e+308,0.0,0.0,1.7976931348623157e+308,0.0,-0.3101786814750957,-0.3101786814750957,1.3204381375650431,1.1185020932304328,1.4746810624550553
SIGMA_PANEL_ASC2,0.3672774024287717,0.0408504323965557,8.990783717132416,0.0,0.055572498374772,6.6089776988594595,3.8698377835544306e-11,0.2872105549315225,0.4473442499260209,-1.5635087715456428,-1.937087829112635,-1.128471471713529
School_closures_2,0.0289297347812589,0.0420252265109681,0.6883897407122495,0.4912073826688083,0.0447226338212197,0.6468701037802591,0.5177160161830963,-0.0534397091802386,0.1112991787427565,-0.12315457958990399,-0.47662709717636137,0.23051286421570238
"School_closures_2_$35,000 - 75,000",0.1140042681730315,-0.0,1.7976931348623157e+308,0.0,0.0,1.7976931348623157e+308,0.0,0.1140042681730315,0.1140042681730315,-0.4853189227092319,-0.5418626975804401,-0.41098429503294936
"School_closures_2_> $150,000",0.1140042681730315,-0.0,1.7976931348623157e+308,0.0,0.0,1.7976931348623157e+308,0.0,0.1140042681730315,0.1140042681730315,-0.4853189227092319,-0.5422065182813045,-0.41175673512336775
School_closures_3,-0.1041338366238108,0.0425326231604291,-2.4483285743046603,0.0143520707291167,0.046040020321306,-2.261811265439877,0.023709066533414,-0.1874977780182519,-0.0207698952293697,0.44330025724249295,0.07369167438321927,0.7990458524024009
"School_closures_3_$35,000 - 75,000",-0.1154185676181484,-0.0,1.7976931348623157e+308,0.0,0.0,1.7976931348623157e+308,0.0,-0.1154185676181484,-0.1154185676181484,0.49133962960110567,0.4164598256575523,0.5488345796886
"School_closures_3_> $150,000",-0.1154185676181484,-0.0,1.7976931348623157e+308,0.0,0.0,1.7976931348623157e+308,0.0,-0.1154185676181484,-0.1154185676181484,0.49133962960110567,0.4163758249432721,0.5484100566219116
School_closures_4,-0.0068644778291845,0.0541029481813035,-0.126878073375615,0.8990369012810138,0.0559834717919029,-0.1226161509722119,0.9024110643303782,-0.1129062562645395,0.0991773006061705,0.029222247889569,-0.4279318346273512,0.4811871578512728
"School_closures_4_$35,000 - 75,000",0.0219987062347791,-0.0,1.7976931348623157e+308,0.0,0.0,1.7976931348623157e+308,0.0,0.0219987062347791,0.0219987062347791,-0.09364902368967119,-0.10459130629725458,-0.0792864417694444
"School_closures_4_> $150,000",0.0219987062347791,-0.0,1.7976931348623157e+308,0.0,0.0,1.7976931348623157e+308,0.0,0.0219987062347791,0.0219987062347791,-0.09364902368967119,-0.10449469509233117,-0.07927963136992192
School_closures_5,-0.2208494590183976,0.0534936054418044,-4.128520730550856,3.65104527153548e-05,0.0563431691630694,-3.919720212741512,8.865182585005016e-05,-0.3256969256843343,-0.1160019923524609,0.9401614803495587,0.45621954830242806,1.3954562539158593
"School_closures_5_$35,000 - 75,000",-0.3380185162176029,-0.0,1.7976931348623157e+308,0.0,0.0,1.7976931348623157e+308,0.0,-0.3380185162176029,-0.3380185162176029,1.4389529863699129,1.2185671719055713,1.607664725366616
"School_closures_5_> $150,000",-0.3380185162176029,-0.0,1.7976931348623157e+308,0.0,0.0,1.7976931348623157e+308,0.0,-0.3380185162176029,-0.3380185162176029,1.4389529863699129,1.2206282594249303,1.6075619927517903
Transit_2,-0.0883223358683505,0.0306605929575982,-2.88064669820623,0.0039686022046068,0.0336897228397431,-2.621640323029258,0.0087507729657987,-0.148417098065243,-0.028227573671458,0.37599031669351757,0.10597437535151832,0.6306893173943731
"Transit_2_$35,000 - 75,000",0.0090651069453789,-0.0,1.7976931348623157e+308,0.0,0.0,1.7976931348623157e+308,0.0,0.0090651069453789,0.0090651069453789,-0.03859037918034711,-0.04312048395248936,-0.032728019635325754
"Transit_2_> $150,000",0.0090651069453789,-0.0,1.7976931348623157e+308,0.0,0.0,1.7976931348623157e+308,0.0,0.0090651069453789,0.0090651069453789,-0.03859037918034711,-0.043096288054747175,-0.032746420452709715
