question_set,question,choice,"Mask mandates","School closures","Business closures","Transit","Number infected","Healthcare restrictions"
39,7,1,1,1,3,2,4,1
39,7,2,2,3,2,2,1,1
39,8,1,3,2,3,1,2,1
39,8,2,2,2,2,1,5,1
39,9,1,3,1,1,1,4,3
39,9,2,3,5,1,1,2,1
39,10,1,1,5,1,2,3,1
39,10,2,3,3,2,1,5,2
40,1,1,4,2,1,2,2,1
40,1,2,2,2,1,1,3,1
40,2,1,3,3,3,1,5,3
40,2,2,1,3,1,1,2,1
40,3,1,3,3,2,2,1,1
40,3,2,4,1,1,2,4,1
40,4,1,1,3,1,1,3,1
40,4,2,3,2,2,1,5,2
40,5,1,1,2,2,1,1,1
40,5,2,3,4,1,2,4,2
40,6,1,1,5,3,1,4,2
40,6,2,1,4,1,2,5,1
40,7,1,3,5,3,1,1,1
40,7,2,4,3,3,2,5,3
40,8,1,3,1,2,2,3,1
40,8,2,1,5,2,1,4,3
40,9,1,2,1,3,2,5,2
40,9,2,3,4,3,2,4,1
40,10,1,2,1,3,1,5,3
40,10,2,1,1,2,2,4,1
41,1,1,4,1,2,1,4,1
41,1,2,1,5,2,1,5,1
41,2,1,1,5,1,1,4,3
41,2,2,3,1,2,1,5,3
41,3,1,2,1,3,2,4,1
41,3,2,1,3,2,2,4,2
41,4,1,1,4,1,2,4,3
41,4,2,3,3,3,2,5,3
41,5,1,2,1,1,2,4,2
41,5,2,4,1,3,2,1,1
41,6,1,2,3,3,2,5,1
41,6,2,2,2,2,1,5,2
41,7,1,4,3,2,2,2,1
41,7,2,1,4,3,2,5,3
41,8,1,3,2,2,1,2,1
41,8,2,4,3,1,1,5,2
41,9,1,3,2,1,1,3,1
41,9,2,1,2,1,2,4,1
41,10,1,3,4,3,1,3,1
41,10,2,3,2,1,1,1,1
42,1,1,4,2,3,1,2,1
42,1,2,4,1,3,2,4,1
42,2,1,3,2,1,1,4,3
42,2,2,2,3,1,1,5,3
42,3,1,3,2,2,1,1,1
42,3,2,1,4,3,1,5,3
42,4,1,4,2,1,2,4,2
42,4,2,3,3,3,2,3,1
42,5,1,2,1,3,2,2,1
42,5,2,1,4,2,2,5,1
42,6,1,1,1,3,2,4,3
42,6,2,2,2,2,1,3,1
42,7,1,1,1,1,2,1,1
42,7,2,3,3,2,2,5,2
42,8,1,1,1,2,1,5,2
42,8,2,2,3,1,2,4,1
42,9,1,3,4,1,1,4,3
42,9,2,3,5,2,1,5,1
42,10,1,4,3,3,2,5,1
42,10,2,1,5,2,1,4,2
43,1,1,1,2,2,2,3,1
43,1,2,2,2,1,1,5,1
43,2,1,4,3,2,2,5,3
43,2,2,3,5,2,2,5,1
43,3,1,4,3,3,1,3,1
43,3,2,3,1,3,2,2,1
43,4,1,3,4,1,1,5,1
43,4,2,3,3,2,2,1,1
43,5,1,1,5,2,1,4,3
43,5,2,1,4,2,2,1,1
43,6,1,3,1,3,2,1,1
43,6,2,4,2,1,1,5,2
43,7,1,2,1,1,2,2,1
43,7,2,4,3,3,2,4,3
43,8,1,1,1,1,1,4,1
43,8,2,3,1,1,2,4,3
43,9,1,1,4,3,1,2,1
43,9,2,2,2,3,1,4,2
43,10,1,2,3,2,1,5,2
43,10,2,1,2,1,1,4,2
44,1,1,1,5,2,2,2,1
44,1,2,3,4,1,1,4,3
44,2,1,2,1,2,2,5,1
44,2,2,4,3,3,2,5,3
44,3,1,4,1,1,2,5,2
44,3,2,4,3,3,2,4,2
44,4,1,4,3,1,1,4,3
44,4,2,3,4,1,2,3,1
44,5,1,2,1,3,1,4,2
44,5,2,3,1,3,1,1,1
44,6,1,2,3,3,2,2,1
44,6,2,1,3,1,1,5,1
44,7,1,3,2,1,1,5,1
44,7,2,1,5,3,1,3,1
44,8,1,1,1,3,1,4,1
44,8,2,1,2,2,2,1,1
44,9,1,3,4,2,1,1,1
44,9,2,1,2,2,2,4,3
44,10,1,2,2,1,2,2,1
44,10,2,3,2,2,1,5,2
45,1,1,3,3,2,1,5,2
45,1,2,1,1,2,2,5,1
45,2,1,1,1,3,1,3,1
45,2,2,4,1,1,2,4,3
45,3,1,1,2,1,2,5,1
45,3,2,3,5,1,2,2,1
45,4,1,2,3,1,1,4,2
45,4,2,2,2,1,1,2,1
45,5,1,4,3,2,1,5,2
45,5,2,4,3,3,1,5,3
45,6,1,3,4,2,2,4,1
45,6,2,4,3,2,1,4,1
45,7,1,1,5,3,1,5,2
45,7,2,1,2,3,2,4,3
45,8,1,1,5,3,2,1,1
45,8,2,3,1,1,1,1,1
45,9,1,3,4,3,2,4,3
45,9,2,2,1,2,2,4,2
45,10,1,2,2,2,2,5,3
45,10,2,3,2,3,1,3,1
46,1,1,2,3,1,2,5,2
46,1,2,3,5,1,2,5,2
46,2,1,1,3,1,2,1,1
46,2,2,3,3,3,2,5,1
46,3,1,3,4,2,1,2,1
46,3,2,1,1,3,2,5,1
46,4,1,4,1,3,1,4,2
46,4,2,1,4,3,1,1,1
46,5,1,1,2,1,1,3,1
46,5,2,4,2,1,1,4,3
46,6,1,2,2,2,1,4,1
46,6,2,4,1,3,1,4,1
46,7,1,2,3,1,1,5,3
46,7,2,2,2,2,2,5,2
46,8,1,1,4,2,2,5,3
46,8,2,1,1,2,2,2,1
46,9,1,3,2,2,1,1,1
46,9,2,3,5,2,2,3,1
46,10,1,1,5,1,2,4,3
46,10,2,3,3,3,1,4,1
47,1,1,1,3,1,2,2,1
47,1,2,1,5,2,2,5,2
47,2,1,4,2,2,1,1,1
47,2,2,1,3,2,1,2,1
47,3,1,1,3,3,2,4,3
47,3,2,3,1,3,1,4,1
47,4,1,4,1,3,2,4,1
47,4,2,1,3,1,2,4,1
47,5,1,3,1,3,2,5,3
47,5,2,3,5,1,1,5,2
47,6,1,2,2,1,2,4,1
47,6,2,3,5,2,2,5,3
47,7,1,2,2,3,1,5,2
47,7,2,1,4,1,1,1,1
47,8,1,3,1,2,1,4,3
47,8,2,2,3,2,1,5,2
47,9,1,4,1,3,2,3,1
47,9,2,3,4,1,1,5,2
47,10,1,4,2,2,2,3,1
47,10,2,1,4,3,1,4,1
48,1,1,1,1,3,1,5,2
48,1,2,3,4,2,2,5,2
48,2,1,4,1,1,1,2,1
48,2,2,3,2,1,2,4,3
48,3,1,3,5,1,1,5,3
48,3,2,2,3,1,2,4,3
48,4,1,4,3,3,1,2,1
48,4,2,2,2,2,2,5,1
48,5,1,1,5,2,2,5,2
48,5,2,4,2,3,2,4,2
48,6,1,3,1,1,1,1,1
48,6,2,2,3,3,2,3,1
48,7,1,1,2,2,1,5,1
48,7,2,1,5,3,1,4,1
48,8,1,3,4,2,1,4,3
48,8,2,1,3,2,2,4,1
48,9,1,2,1,2,1,2,1
48,9,2,4,3,1,2,1,1
48,10,1,3,2,3,1,1,1
48,10,2,1,1,3,2,3,1
49,1,1,1,5,3,1,1,1
49,1,2,3,2,1,1,5,3
49,2,1,2,1,1,1,4,1
49,2,2,1,2,2,2,4,2
49,3,1,2,1,1,1,5,1
49,3,2,1,3,2,2,5,2
49,4,1,4,1,1,1,1,1
49,4,2,1,3,3,2,4,1
49,5,1,2,1,2,2,4,1
49,5,2,4,3,3,2,2,1
49,6,1,1,3,1,1,5,3
49,6,2,4,2,3,1,3,1
49,7,1,3,5,3,2,2,1
49,7,2,1,1,1,1,4,3
49,8,1,2,2,3,2,5,1
49,8,2,3,4,2,2,3,1
49,9,1,3,5,3,1,5,2
49,9,2,3,4,2,2,4,3
49,10,1,4,2,2,2,4,3
49,10,2,3,3,1,1,5,2
50,1,1,3,4,1,1,3,1
50,1,2,1,5,2,1,5,2
50,2,1,4,1,3,1,1,1
50,2,2,1,4,2,1,4,1
50,3,1,3,3,1,2,1,1
50,3,2,3,2,1,1,5,2
50,4,1,3,2,2,2,4,3
50,4,2,4,3,3,2,5,3
50,5,1,3,1,2,1,5,3
50,5,2,1,5,3,2,2,1
50,6,1,1,1,2,2,3,1
50,6,2,4,1,3,1,5,3
50,7,1,3,5,3,1,4,1
50,7,2,1,3,3,2,4,2
50,8,1,2,2,3,2,4,1
50,8,2,2,3,2,2,2,1
50,9,1,2,2,1,2,5,1
50,9,2,1,3,2,1,4,1
50,10,1,4,1,1,2,5,2
50,10,2,2,2,1,1,4,2
51,1,1,1,3,1,2,5,2
51,1,2,1,4,3,2,1,1
51,2,1,4,1,3,1,1,1
51,2,2,3,2,2,2,3,1
51,3,1,2,1,1,2,4,3
51,3,2,4,1,1,1,5,1
51,4,1,1,3,3,1,4,2
51,4,2,3,4,3,1,2,1
51,5,1,1,5,2,1,2,1
51,5,2,1,2,2,1,5,3
51,6,1,1,5,2,2,4,1
51,6,2,3,3,1,1,5,2
51,7,1,1,5,2,1,5,3
51,7,2,4,2,2,2,5,1
51,8,1,3,4,3,1,4,3
51,8,2,3,1,3,1,4,1
51,9,1,2,2,3,2,3,1
51,9,2,3,3,1,2,4,3
51,10,1,2,1,1,2,4,1
51,10,2,3,2,1,2,5,2
52,1,1,3,3,1,2,4,2
52,1,2,4,2,2,1,1,1
52,2,1,1,2,1,2,4,1
52,2,2,2,2,2,2,1,1
52,3,1,1,3,1,2,3,1
52,3,2,1,4,1,1,4,1
52,4,1,1,5,2,2,4,1
52,4,2,4,1,2,1,4,1
52,5,1,3,1,3,1,2,1
52,5,2,2,3,2,2,5,2
52,6,1,3,5,3,1,5,3
52,6,2,3,4,2,1,4,2
52,7,1,1,1,3,1,5,3
52,7,2,4,1,1,2,5,3
52,8,1,3,2,3,1,3,1
52,8,2,2,1,2,1,5,3
52,9,1,3,3,1,2,2,1
52,9,2,2,3,3,2,2,1
52,10,1,1,4,1,2,3,1
52,10,2,4,2,3,1,5,2
53,1,1,4,1,2,2,5,3
53,1,2,1,3,3,1,5,3
53,2,1,3,2,3,2,4,1
53,2,2,4,1,2,1,3,1
53,3,1,4,2,2,2,4,2
53,3,2,1,3,2,1,3,1
53,4,1,3,1,3,2,2,1
53,4,2,3,5,3,2,4,3
53,5,1,2,2,2,1,2,1
53,5,2,1,4,1,1,4,1
53,6,1,1,5,1,2,1,1
53,6,2,2,1,1,2,5,2
53,7,1,1,3,3,2,5,2
53,7,2,2,2,2,1,4,3
53,8,1,1,1,3,1,5,1
53,8,2,2,3,1,2,1,1
53,9,1,3,4,2,1,5,1
53,9,2,4,2,3,2,5,3
53,10,1,3,5,1,1,4,2
53,10,2,3,3,1,1,4,2
54,1,1,2,2,2,1,4,1
54,1,2,4,3,2,1,2,1
54,2,1,2,1,3,2,4,3
54,2,2,3,5,2,2,5,1
54,3,1,3,2,3,2,4,2
54,3,2,1,1,1,2,5,1
54,4,1,4,3,2,1,1,1
54,4,2,4,3,1,1,3,1
54,5,1,3,2,3,2,5,2
54,5,2,1,1,2,2,3,1
54,6,1,1,4,1,1,4,3
54,6,2,4,1,1,2,5,2
54,7,1,3,5,1,2,2,1
54,7,2,1,3,1,1,4,1
54,8,1,3,2,3,2,4,1
54,8,2,3,4,2,1,1,1
54,9,1,2,1,2,1,5,2
54,9,2,2,3,3,1,5,3
54,10,1,1,2,3,2,4,2
54,10,2,1,4,3,1,5,3
55,1,1,3,4,1,1,3,1
55,1,2,4,3,3,2,4,3
55,2,1,1,2,3,1,4,3
55,2,2,3,3,3,1,5,2
55,3,1,1,2,3,1,4,1
55,3,2,2,1,2,2,5,3
55,4,1,3,2,1,1,5,2
55,4,2,2,1,1,2,1,1
55,5,1,4,1,3,1,2,1
55,5,2,1,2,2,1,4,1
55,6,1,4,3,2,2,5,1
55,6,2,1,1,3,2,3,1
55,7,1,1,3,2,2,4,2
55,7,2,4,3,1,2,5,2
55,8,1,3,4,1,2,3,1
55,8,2,1,5,1,1,2,1
55,9,1,3,5,2,2,2,1
55,9,2,3,5,2,1,5,1
55,10,1,2,1,1,1,1,1
55,10,2,2,2,2,2,4,3
56,1,1,2,3,1,2,3,1
56,1,2,3,2,1,1,4,1
56,2,1,1,5,2,1,1,1
56,2,2,4,1,2,2,5,1
56,3,1,1,4,1,1,3,1
56,3,2,2,1,3,1,4,1
56,4,1,3,4,1,2,5,2
56,4,2,1,2,2,2,5,3
56,5,1,1,4,3,1,5,2
56,5,2,4,3,3,2,1,1
56,6,1,4,3,3,2,4,2
56,6,2,3,3,1,1,5,3
56,7,1,3,1,3,2,5,1
56,7,2,2,2,2,1,1,1
56,8,1,2,3,3,1,2,1
56,8,2,4,2,3,1,4,3
56,9,1,3,2,2,2,3,1
56,9,2,1,1,2,1,2,1
56,10,1,1,5,1,2,4,2
56,10,2,3,1,2,2,4,3
57,1,1,1,2,3,2,4,1
57,1,2,1,5,1,2,4,3
57,2,1,3,5,1,1,5,3
57,2,2,3,3,2,2,4,1
57,3,1,3,1,3,1,1,1
57,3,2,3,1,2,2,5,2
57,4,1,4,2,2,2,4,2
57,4,2,2,1,3,2,5,3
57,5,1,4,2,2,1,5,3
57,5,2,1,4,2,1,4,2
57,6,1,3,2,1,2,2,1
57,6,2,4,3,1,2,5,2
57,7,1,2,3,1,1,4,1
57,7,2,3,5,3,1,3,1
57,8,1,2,1,1,1,3,1
57,8,2,4,2,3,2,4,2
57,9,1,1,3,2,2,2,1
57,9,2,1,3,1,1,5,1
57,10,1,1,4,3,1,5,1
57,10,2,2,1,2,1,1,1
58,1,1,3,1,2,2,2,1
58,1,2,4,2,1,2,1,1
58,2,1,3,1,1,2,1,1
58,2,2,4,3,2,1,4,2
58,3,1,1,5,3,1,4,1
58,3,2,2,2,1,2,5,3
58,4,1,2,1,2,2,2,1
58,4,2,4,1,3,1,3,1
58,5,1,3,5,3,1,5,1
58,5,2,1,1,3,1,4,2
58,6,1,3,3,1,2,5,1
58,6,2,2,2,2,1,4,3
58,7,1,1,3,1,1,5,2
58,7,2,1,4,3,1,3,1
58,8,1,2,3,1,1,4,1
58,8,2,1,5,2,2,5,1
58,9,1,3,2,1,2,5,3
58,9,2,4,3,2,1,4,2
58,10,1,3,2,3,2,4,3
58,10,2,1,4,3,2,5,3
59,1,1,1,4,3,2,5,1
59,1,2,1,2,2,2,4,1
59,2,1,4,1,2,2,5,1
59,2,2,1,4,3,2,4,3
59,3,1,1,3,1,2,4,3
59,3,2,1,2,2,1,3,1
59,4,1,3,5,1,1,5,2
59,4,2,3,3,3,2,4,2
59,5,1,1,5,1,1,3,1
59,5,2,3,4,1,2,4,3
59,6,1,3,1,3,2,5,2
59,6,2,3,1,2,2,2,1
59,7,1,4,1,2,1,5,1
59,7,2,4,2,2,2,2,1
59,8,1,3,1,1,1,5,3
59,8,2,2,3,1,1,1,1
59,9,1,2,3,3,1,4,2
59,9,2,2,2,2,1,4,1
59,10,1,2,2,3,1,5,2
59,10,2,4,3,3,1,1,1
60,1,1,3,4,2,1,2,1
60,1,2,2,3,2,1,5,1
60,2,1,1,4,2,2,1,1
60,2,2,4,1,3,1,4,2
60,3,1,1,2,2,1,2,1
60,3,2,4,1,3,2,1,1
60,4,1,3,2,1,1,2,1
60,4,2,3,5,1,2,5,3
60,5,1,4,3,3,1,5,1
60,5,2,1,3,1,2,5,2
60,6,1,1,5,2,2,3,1
60,6,2,3,2,1,1,5,2
60,7,1,1,3,2,2,4,3
60,7,2,3,5,1,2,4,1
60,8,1,3,3,3,1,1,1
60,8,2,2,2,3,2,5,3
60,9,1,3,4,3,1,4,2
60,9,2,2,1,1,1,3,1
60,10,1,1,1,2,2,4,1
60,10,2,1,1,3,2,4,3
61,1,1,1,2,3,2,5,1
61,1,2,3,1,2,1,3,1
61,2,1,4,2,1,2,4,2
61,2,2,3,4,2,2,2,1
61,3,1,3,3,2,1,4,1
61,3,2,4,3,2,2,1,1
61,4,1,2,2,3,1,1,1
61,4,2,4,3,1,1,4,2
61,5,1,2,1,1,1,5,3
61,5,2,3,5,2,1,5,3
61,6,1,4,2,3,2,3,1
61,6,2,1,4,2,2,4,2
61,7,1,3,2,3,1,4,2
61,7,2,2,1,1,2,2,1
61,8,1,1,3,1,1,5,1
61,8,2,1,1,1,2,5,3
61,9,1,1,5,3,2,4,3
61,9,2,1,5,3,1,4,3
61,10,1,2,1,1,1,5,2
61,10,2,3,3,2,2,5,1
62,1,1,1,5,1,1,4,3
62,1,2,3,5,3,1,2,1
62,2,1,3,1,1,1,3,1
62,2,2,4,2,1,1,4,3
62,3,1,3,2,2,1,4,3
62,3,2,2,1,2,2,5,2
62,4,1,1,2,1,2,4,1
62,4,2,2,1,1,1,3,1
62,5,1,4,2,3,2,5,1
62,5,2,2,3,2,2,4,2
62,6,1,1,3,3,2,1,1
62,6,2,1,5,1,2,5,1
62,7,1,2,1,2,2,2,1
62,7,2,4,1,2,2,5,3
62,8,1,1,4,3,1,5,1
62,8,2,3,2,2,2,3,1
62,9,1,3,3,2,1,4,2
62,9,2,4,3,3,1,1,1
62,10,1,1,4,1,2,1,1
62,10,2,3,3,3,1,5,2
63,1,1,3,5,3,2,4,1
63,1,2,3,2,1,2,4,1
63,2,1,1,1,1,1,5,1
63,2,2,1,1,1,1,4,2
63,3,1,4,3,3,1,5,2
63,3,2,3,4,1,1,4,3
63,4,1,3,4,3,1,2,1
63,4,2,2,2,2,2,1,1
63,5,1,4,3,2,1,5,3
63,5,2,1,4,2,2,1,1
63,6,1,3,2,1,1,3,1
63,6,2,1,1,3,2,5,1
63,7,1,1,5,2,2,4,3
63,7,2,2,2,2,1,2,1
63,8,1,3,5,3,2,3,1
63,8,2,1,2,3,2,5,3
63,9,1,3,3,1,2,3,1
63,9,2,2,1,1,1,5,2
63,10,1,4,1,2,2,1,1
63,10,2,1,3,2,1,4,2
64,1,1,3,1,1,1,5,2
64,1,2,1,5,3,2,4,1
64,2,1,4,2,2,2,5,2
64,2,2,3,3,3,1,3,1
64,3,1,2,3,3,1,4,2
64,3,2,3,1,3,1,2,1
64,4,1,2,2,2,1,1,1
64,4,2,3,5,2,1,4,1
64,5,1,2,3,1,2,5,2
64,5,2,1,1,2,1,4,3
64,6,1,3,4,2,2,3,1
64,6,2,1,4,2,2,1,1
64,7,1,3,2,2,1,4,1
64,7,2,1,1,1,2,2,1
64,8,1,4,3,1,2,4,3
64,8,2,4,3,1,1,4,1
64,9,1,1,5,3,2,5,1
64,9,2,4,2,1,2,5,3
64,10,1,2,2,1,2,5,3
64,10,2,1,1,3,1,5,2
65,1,1,3,3,2,1,1,1
65,1,2,4,2,3,2,5,1
65,2,1,2,1,2,2,2,1
65,2,2,3,1,2,1,3,1
65,3,1,3,5,1,1,3,1
65,3,2,1,3,1,1,5,2
65,4,1,1,4,3,1,4,2
65,4,2,4,3,3,2,5,2
65,5,1,2,2,2,2,5,3
65,5,2,2,1,3,2,2,1
65,6,1,2,2,1,1,5,3
65,6,2,1,1,3,2,4,3
65,7,1,3,5,1,1,2,1
65,7,2,4,2,3,2,5,2
65,8,1,3,2,3,2,1,1
65,8,2,3,5,2,2,4,3
65,9,1,1,1,2,1,4,1
65,9,2,1,3,1,2,1,1
65,10,1,4,3,2,1,4,1
65,10,2,1,4,1,1,4,1
66,1,1,2,2,3,1,4,3
66,1,2,1,1,2,2,2,1
66,2,1,3,2,1,2,4,1
66,2,2,3,5,3,1,4,3
66,3,1,1,4,1,2,5,3
66,3,2,3,4,3,2,5,1
66,4,1,3,1,2,2,5,2
66,4,2,1,1,3,1,3,1
66,5,1,4,3,2,2,5,2
66,5,2,2,1,2,2,1,1
66,6,1,2,3,1,1,4,3
66,6,2,1,3,3,1,5,2
66,7,1,3,5,3,1,5,2
66,7,2,3,2,1,1,5,1
66,8,1,4,2,1,1,1,1
66,8,2,2,1,2,2,4,1
66,9,1,4,3,2,2,3,1
66,9,2,4,2,3,1,4,2
66,10,1,1,3,1,1,4,1
66,10,2,1,5,2,2,2,1
67,1,1,2,3,3,2,4,2
67,1,2,1,5,1,1,5,1
67,2,1,3,2,2,1,4,2
67,2,2,1,4,3,1,4,3
67,3,1,2,3,2,2,4,3
67,3,2,2,2,2,1,2,1
67,4,1,1,4,1,2,5,3
67,4,2,3,3,1,2,2,1
67,5,1,1,1,3,1,5,1
67,5,2,4,1,2,2,4,3
67,6,1,2,1,3,1,1,1
67,6,2,4,2,3,1,5,1
67,7,1,4,2,1,2,1,1
67,7,2,3,1,1,2,5,1
67,8,1,1,2,3,2,2,1
67,8,2,3,4,1,1,3,1
67,9,1,3,5,3,2,4,1
67,9,2,1,3,2,1,4,2
67,10,1,4,1,2,1,5,2
67,10,2,3,3,1,2,3,1
68,1,1,4,3,1,1,5,1
68,1,2,4,2,2,2,4,2
68,2,1,1,5,1,1,2,1
68,2,2,1,4,3,2,3,1
68,3,1,3,1,3,2,5,3
68,3,2,1,4,1,1,5,2
68,4,1,1,3,1,1,5,2
68,4,2,2,3,3,2,5,3
68,5,1,3,5,2,2,4,1
68,5,2,2,2,2,2,4,3
68,6,1,2,1,3,2,4,2
68,6,2,3,1,2,1,4,1
68,7,1,4,2,2,2,1,1
68,7,2,4,3,3,1,4,3
68,8,1,2,2,1,1,2,1
68,8,2,3,3,2,2,5,3
68,9,1,3,5,3,1,4,1
68,9,2,3,1,1,1,3,1
68,10,1,1,1,2,2,1,1
68,10,2,1,2,1,1,5,2
69,1,1,1,3,3,2,5,2
69,1,2,3,1,3,1,5,1
69,2,1,3,5,1,1,3,1
69,2,2,1,2,1,2,1,1
69,3,1,4,2,3,1,4,1
69,3,2,2,1,2,2,5,1
69,4,1,4,3,3,2,5,1
69,4,2,4,1,1,1,2,1
69,5,1,3,4,3,1,1,1
69,5,2,4,3,2,2,4,2
69,6,1,2,3,1,1,3,1
69,6,2,1,4,2,2,2,1
69,7,1,3,3,2,2,4,3
69,7,2,2,1,3,1,4,3
69,8,1,1,2,1,1,2,1
69,8,2,2,1,2,2,5,2
69,9,1,1,2,3,1,4,2
69,9,2,1,4,2,2,5,3
69,10,1,3,5,1,2,4,3
69,10,2,3,2,1,1,1,1
70,1,1,3,1,2,1,4,1
70,1,2,1,3,1,2,4,2
70,2,1,1,1,2,2,2,1
70,2,2,4,1,1,1,3,1
70,3,1,3,4,1,1,4,2
70,3,2,3,5,3,2,5,1
70,4,1,3,2,2,1,1,1
70,4,2,1,2,1,2,5,3
70,5,1,2,2,1,1,4,2
70,5,2,2,3,3,1,5,3
70,6,1,1,1,2,2,5,3
70,6,2,1,4,1,1,1,1
70,7,1,4,2,3,1,3,1
70,7,2,4,2,3,2,5,3
70,8,1,4,3,2,2,4,1
70,8,2,3,1,1,1,4,1
70,9,1,2,3,2,2,5,1
70,9,2,1,4,3,2,5,2
70,10,1,2,3,2,1,4,2
70,10,2,3,5,3,2,2,1
71,1,1,2,1,1,2,5,1
71,1,2,4,2,2,1,4,1
71,2,1,1,3,3,2,3,1
71,2,2,1,1,2,1,4,2
71,3,1,3,1,1,1,4,1
71,3,2,4,2,1,1,4,3
71,4,1,4,3,2,2,5,1
71,4,2,1,5,2,2,5,2
71,5,1,1,5,3,2,5,2
71,5,2,1,2,2,2,3,1
71,6,1,2,1,2,1,1,1
71,6,2,3,2,1,1,5,3
71,7,1,2,3,3,2,1,1
71,7,2,4,1,3,1,4,1
71,8,1,1,2,3,2,2,1
71,8,2,3,4,3,1,4,3
71,9,1,3,4,1,2,4,2
71,9,2,3,5,3,1,5,2
71,10,1,2,3,2,2,2,1
71,10,2,3,3,1,1,5,3
72,1,1,4,2,3,2,4,2
72,1,2,3,2,3,2,5,3
72,2,1,2,1,3,1,1,1
72,2,2,3,4,3,2,4,1
72,3,1,1,4,1,2,4,2
72,3,2,2,1,1,1,3,1
72,4,1,4,3,2,2,4,3
72,4,2,4,3,1,1,5,3
72,5,1,1,4,1,2,3,1
72,5,2,1,1,1,2,5,1
72,6,1,2,3,2,2,4,1
72,6,2,3,2,2,1,4,1
72,7,1,2,1,1,1,5,3
72,7,2,3,2,2,1,5,3
72,8,1,1,5,1,2,1,1
72,8,2,3,2,3,1,5,1
72,9,1,1,1,3,1,4,2
72,9,2,4,3,2,1,5,2
72,10,1,3,3,2,2,2,1
72,10,2,1,5,3,1,2,1
73,1,1,3,2,2,2,5,2
73,1,2,3,3,2,2,4,2
73,2,1,2,1,3,2,5,3
73,2,2,2,2,1,1,5,1
73,3,1,1,1,1,1,4,1
73,3,2,4,1,1,1,5,3
73,4,1,2,3,2,1,5,3
73,4,2,4,1,3,1,3,1
73,5,1,1,4,3,1,5,2
73,5,2,1,3,1,2,2,1
73,6,1,1,4,2,2,2,1
73,6,2,3,2,3,2,3,1
73,7,1,3,5,3,2,4,1
73,7,2,1,5,2,1,4,2
73,8,1,4,3,3,2,4,1
73,8,2,1,1,1,1,4,2
73,9,1,2,3,3,2,1,1
73,9,2,3,4,2,2,5,3
73,10,1,4,2,1,1,1,1
73,10,2,3,2,1,1,4,3
74,1,1,3,5,3,2,4,1
74,1,2,1,1,1,1,3,1
74,2,1,3,4,3,1,5,2
74,2,2,4,2,1,2,1,1
74,3,1,4,2,2,2,5,1
74,3,2,2,2,3,1,1,1
74,4,1,3,3,1,2,5,3
74,4,2,3,4,1,2,4,3
74,5,1,3,5,1,1,4,1
74,5,2,1,5,2,1,4,3
74,6,1,3,2,1,2,2,1
74,6,2,1,3,3,1,5,2
74,7,1,1,1,2,2,4,2
74,7,2,2,3,2,2,4,1
74,8,1,1,2,3,1,5,3
74,8,2,1,3,2,1,5,2
74,9,1,2,1,1,2,2,1
74,9,2,4,1,2,2,4,1
74,10,1,2,1,2,1,3,1
74,10,2,4,3,3,1,5,3
75,1,1,1,3,3,2,2,1
75,1,2,2,2,2,1,5,3
75,2,1,1,3,2,1,4,1
75,2,2,4,2,2,2,1,1
75,3,1,4,2,2,1,5,1
75,3,2,3,5,2,2,4,2
75,4,1,3,4,1,2,1,1
75,4,2,3,5,2,1,3,1
75,5,1,4,3,3,2,4,2
75,5,2,1,3,1,1,3,1
75,6,1,3,1,3,2,5,3
75,6,2,2,2,1,1,4,3
75,7,1,2,1,3,1,4,1
75,7,2,2,2,3,1,5,1
75,8,1,1,1,1,1,5,2
75,8,2,3,5,1,2,5,2
75,9,1,3,1,3,2,4,1
75,9,2,1,3,3,2,4,3
75,10,1,4,1,1,2,2,1
75,10,2,1,4,1,1,5,2
76,1,1,1,5,1,2,4,1
76,1,2,1,3,3,2,3,1
76,2,1,3,4,2,1,5,3
76,2,2,2,2,1,2,5,3
76,3,1,2,1,1,2,5,2
76,3,2,4,1,3,2,3,1
76,4,1,4,3,2,1,3,1
76,4,2,3,5,1,2,4,3
76,5,1,4,2,1,1,1,1
76,5,2,4,3,2,1,4,1
76,6,1,3,2,3,1,4,1
76,6,2,1,3,2,1,4,2
76,7,1,1,5,2,1,4,2
76,7,2,3,1,3,2,2,1
76,8,1,1,4,3,2,2,1
76,8,2,1,1,1,2,5,3
76,9,1,3,2,3,2,5,1
76,9,2,2,3,2,1,1,1
76,10,1,3,1,3,1,2,1
76,10,2,2,2,2,1,5,2
77,1,1,1,5,1,1,2,1
77,1,2,3,2,1,1,4,3
77,2,1,2,3,2,2,3,1
77,2,2,1,4,2,1,4,3
77,3,1,3,3,1,2,5,1
77,3,2,2,3,2,1,1,1
77,4,1,4,1,3,1,3,1
77,4,2,3,1,2,2,1,1
77,5,1,4,2,3,1,1,1
77,5,2,2,2,3,2,5,2
77,6,1,2,1,3,2,4,1
77,6,2,3,5,2,1,5,2
77,7,1,3,3,1,2,4,1
77,7,2,3,2,2,2,5,3
77,8,1,4,1,1,2,4,3
77,8,2,1,4,3,1,4,2
77,9,1,1,3,1,2,5,2
77,9,2,1,4,1,1,3,1
77,10,1,4,2,3,2,2,1
77,10,2,1,1,3,1,5,1
78,1,1,1,2,3,2,1,1
78,1,2,1,5,2,1,2,1
78,2,1,1,5,1,2,4,1
78,2,2,3,5,3,1,4,1
78,3,1,1,2,3,1,5,2
78,3,2,1,3,1,2,5,1
78,4,1,2,3,1,1,3,1
