question_set,question,choice,"Mask mandates","School closures","Business closures","Transit","Number infected","Healthcare restrictions"
78,4,2,4,1,2,2,3,1
78,5,1,1,3,2,1,5,1
78,5,2,3,4,1,2,1,1
78,6,1,2,2,2,2,1,1
78,6,2,3,1,1,2,4,3
78,7,1,4,2,2,2,5,2
78,7,2,3,3,3,1,4,3
78,8,1,4,1,1,1,4,3
78,8,2,3,4,3,1,5,2
78,9,1,2,3,2,1,2,1
78,9,2,4,2,3,2,4,3
78,10,1,2,1,2,1,5,2
78,10,2,3,1,1,2,2,1
79,1,1,2,3,1,2,5,3
79,1,2,3,4,2,2,5,1
79,2,1,1,5,1,1,5,3
79,2,2,3,5,1,2,3,1
79,3,1,1,2,3,2,1,1
79,3,2,1,1,1,1,3,1
79,4,1,4,2,2,1,5,2
79,4,2,3,3,3,1,2,1
79,5,1,3,1,2,1,4,1
79,5,2,4,2,1,1,4,2
79,6,1,1,1,2,1,2,1
79,6,2,4,3,2,2,5,3
79,7,1,3,2,3,1,4,1
79,7,2,1,4,2,2,5,2
79,8,1,2,3,1,2,4,2
79,8,2,4,1,1,2,4,3
79,9,1,3,1,3,1,1,1
79,9,2,1,4,3,2,5,3
79,10,1,2,3,3,1,4,1
79,10,2,2,2,2,2,4,1
80,1,1,2,3,2,1,5,1
80,1,2,1,5,1,1,5,2
80,2,1,1,5,2,1,4,2
80,2,2,1,4,3,2,3,1
80,3,1,2,1,1,2,3,1
80,3,2,4,3,2,2,4,3
80,4,1,1,4,3,2,1,1
80,4,2,4,1,2,2,5,2
80,5,1,3,3,3,1,2,1
80,5,2,3,2,1,2,1,1
80,6,1,3,2,1,2,5,3
80,6,2,4,1,3,2,4,1
80,7,1,4,3,3,2,5,1
80,7,2,2,3,2,1,4,2
80,8,1,1,2,1,1,4,3
80,8,2,2,2,1,1,4,3
80,9,1,1,1,2,1,5,1
80,9,2,3,4,3,2,4,3
80,10,1,3,1,1,1,5,2
80,10,2,3,2,2,1,2,1
81,1,1,3,2,3,2,5,1
81,1,2,1,4,3,2,4,1
81,2,1,2,2,1,1,2,1
81,2,2,3,3,2,2,4,2
81,3,1,1,5,1,1,5,1
81,3,2,1,4,2,1,4,1
81,4,1,2,3,3,1,5,1
81,4,2,2,2,2,1,5,2
81,5,1,3,2,3,1,4,3
81,5,2,3,3,1,2,4,3
81,6,1,4,3,1,1,3,1
81,6,2,1,1,3,2,5,2
81,7,1,3,1,2,2,5,3
81,7,2,1,2,2,2,4,2
81,8,1,4,1,1,2,2,1
81,8,2,4,1,3,2,5,3
81,9,1,1,5,1,1,1,1
81,9,2,2,1,3,2,4,3
81,10,1,3,5,2,1,3,1
81,10,2,4,3,1,1,1,1
82,1,1,1,4,3,2,5,2
82,1,2,4,3,3,2,1,1
82,2,1,3,5,3,2,5,2
82,2,2,2,1,1,1,2,1
82,3,1,2,3,2,2,4,3
82,3,2,2,2,2,2,4,2
82,4,1,1,2,1,1,4,3
82,4,2,1,1,3,1,2,1
82,5,1,2,3,1,2,3,1
82,5,2,4,3,3,1,1,1
82,6,1,1,5,1,1,1,1
82,6,2,3,2,2,1,5,2
82,7,1,3,1,2,1,4,1
82,7,2,3,4,2,2,3,1
82,8,1,1,4,1,2,5,1
82,8,2,4,2,2,1,2,1
82,9,1,3,1,1,1,4,3
82,9,2,3,3,3,1,4,1
82,10,1,1,1,2,2,5,3
82,10,2,4,2,1,2,5,1
83,1,1,1,2,2,1,5,1
83,1,2,2,3,3,2,3,1
83,2,1,2,1,3,2,3,1
83,2,2,3,1,2,2,1,1
83,3,1,1,4,1,1,5,3
83,3,2,3,2,2,1,4,3
83,4,1,4,1,1,1,1,1
83,4,2,1,5,2,2,1,1
83,5,1,1,5,1,2,2,1
83,5,2,1,3,3,1,2,1
83,6,1,4,3,1,1,4,2
83,6,2,1,3,2,1,4,3
83,7,1,3,1,2,2,5,1
83,7,2,4,1,2,2,4,3
83,8,1,2,2,3,1,4,2
83,8,2,4,2,1,2,5,2
83,9,1,3,5,3,1,5,2
83,9,2,2,3,1,2,5,1
83,10,1,3,2,3,1,4,1
83,10,2,3,4,3,2,2,1
84,1,1,3,2,2,2,4,1
84,1,2,1,2,3,2,2,1
84,2,1,2,3,2,2,3,1
84,2,2,3,1,2,2,4,3
84,3,1,1,1,1,2,4,3
84,3,2,3,4,2,2,3,1
84,4,1,2,3,3,2,5,1
84,4,2,4,1,3,1,4,3
84,5,1,3,4,1,1,2,1
84,5,2,4,3,1,1,1,1
84,6,1,1,5,2,2,5,1
84,6,2,4,1,2,1,5,2
84,7,1,1,2,1,1,5,1
84,7,2,4,1,1,1,5,2
84,8,1,2,2,3,2,5,2
84,8,2,2,3,3,1,4,1
84,9,1,3,3,3,2,4,3
84,9,2,1,5,2,1,1,1
84,10,1,3,2,3,1,5,2
84,10,2,1,4,1,1,4,2
85,1,1,1,4,3,1,5,3
85,1,2,2,2,2,1,5,1
85,2,1,3,1,1,1,3,1
85,2,2,3,5,3,2,1,1
85,3,1,3,2,3,2,4,2
85,3,2,3,5,3,1,4,3
85,4,1,1,1,2,1,2,1
85,4,2,1,5,3,2,4,2
85,5,1,3,3,2,2,2,1
85,5,2,4,2,1,1,5,1
85,6,1,2,3,3,1,5,1
85,6,2,4,2,1,2,4,3
85,7,1,1,1,2,2,3,1
85,7,2,1,3,3,1,3,1
85,8,1,3,4,1,1,5,2
85,8,2,1,4,2,2,1,1
85,9,1,2,2,1,2,4,2
85,9,2,1,1,2,1,5,3
85,10,1,3,1,1,2,4,1
85,10,2,4,3,1,2,2,1
86,1,1,1,1,1,1,4,2
86,1,2,2,3,1,2,2,1
86,2,1,1,4,3,1,4,3
86,2,2,1,5,2,1,1,1
86,3,1,1,3,1,1,5,2
86,3,2,2,3,1,2,5,3
86,4,1,3,4,1,2,3,1
86,4,2,4,1,3,1,4,2
86,5,1,1,1,3,1,4,3
86,5,2,2,3,2,1,2,1
86,6,1,3,2,2,2,5,1
86,6,2,4,3,2,2,4,1
86,7,1,3,2,3,1,5,2
86,7,2,3,2,1,2,1,1
86,8,1,4,1,3,2,3,1
86,8,2,2,2,2,1,1,1
86,9,1,3,5,2,1,5,1
86,9,2,4,2,3,2,2,1
86,10,1,3,5,1,2,5,1
86,10,2,1,1,2,2,4,3
87,1,1,2,2,2,1,5,2
87,1,2,3,2,2,1,3,1
87,2,1,2,3,3,1,4,1
87,2,2,3,4,3,1,1,1
87,3,1,3,3,1,1,4,3
87,3,2,1,3,2,1,5,3
87,4,1,3,1,1,2,5,2
87,4,2,4,1,3,1,5,3
87,5,1,4,1,1,2,5,1
87,5,2,2,1,1,1,3,1
87,6,1,1,2,3,2,2,1
87,6,2,3,4,3,2,1,1
87,7,1,4,1,2,2,4,1
87,7,2,4,2,2,2,4,2
87,8,1,1,5,3,1,4,3
87,8,2,2,3,3,2,2,1
87,9,1,1,3,2,2,5,3
87,9,2,1,5,2,2,4,2
87,10,1,3,2,1,2,4,1
87,10,2,1,4,1,1,5,1
88,1,1,1,1,3,1,4,2
88,1,2,4,3,1,2,2,1
88,2,1,4,3,3,1,4,1
88,2,2,3,3,1,1,3,1
88,3,1,4,1,2,1,4,3
88,3,2,1,3,1,2,5,2
88,4,1,1,3,3,1,3,1
88,4,2,3,5,3,2,5,2
88,5,1,2,2,2,1,4,3
88,5,2,2,1,3,1,3,1
88,6,1,3,1,1,1,1,1
88,6,2,2,2,1,1,5,2
88,7,1,3,2,2,2,2,1
88,7,2,3,2,2,2,1,1
88,8,1,3,5,2,2,5,3
88,8,2,4,2,1,2,5,1
88,9,1,1,4,2,2,4,3
88,9,2,1,4,2,2,4,1
88,10,1,1,5,3,1,5,1
88,10,2,2,1,3,2,2,1
89,1,1,1,3,2,2,4,1
89,1,2,2,1,2,2,3,1
89,2,1,1,3,1,2,2,1
89,2,2,4,2,2,2,4,3
89,3,1,2,3,1,2,1,1
89,3,2,1,2,2,1,5,3
89,4,1,3,4,3,2,4,1
89,4,2,3,5,3,1,1,1
89,5,1,1,2,3,2,5,2
89,5,2,1,5,1,1,4,2
89,6,1,3,4,1,1,5,3
89,6,2,4,3,1,1,5,1
89,7,1,3,2,1,2,5,3
89,7,2,2,1,1,1,5,2
89,8,1,4,1,2,1,4,2
89,8,2,2,1,3,1,2,1
89,9,1,3,1,3,2,4,3
89,9,2,4,2,2,1,5,2
89,10,1,3,3,3,2,3,1
89,10,2,1,5,2,1,4,1
90,1,1,4,2,2,2,5,1
90,1,2,3,4,2,2,5,1
90,2,1,4,1,1,2,2,1
90,2,2,2,3,2,2,5,2
90,3,1,3,3,1,1,4,3
90,3,2,3,5,3,1,5,1
90,4,1,2,1,2,1,1,1
90,4,2,1,2,3,2,2,1
90,5,1,1,4,1,2,4,3
90,5,2,4,1,1,2,1,1
90,6,1,4,2,3,1,4,2
90,6,2,2,3,1,1,4,2
90,7,1,3,5,3,2,4,3
90,7,2,2,3,2,1,5,2
90,8,1,1,3,1,1,4,3
90,8,2,3,1,3,1,4,2
90,9,1,1,2,3,1,5,1
90,9,2,1,2,2,1,3,1
90,10,1,1,1,1,2,3,1
90,10,2,3,4,2,2,5,1
91,1,1,3,5,1,2,4,3
91,1,2,4,1,2,1,4,1
91,2,1,4,2,3,1,3,1
91,2,2,4,1,2,1,5,1
91,3,1,1,3,3,2,1,1
91,3,2,3,3,2,1,4,3
91,4,1,2,1,2,1,4,3
91,4,2,3,4,1,2,4,2
91,5,1,2,2,3,2,2,1
91,5,2,1,2,1,1,4,2
91,6,1,1,4,1,2,2,1
91,6,2,1,3,1,1,5,2
91,7,1,2,3,2,2,5,3
91,7,2,1,5,1,1,1,1
91,8,1,3,1,3,2,4,2
91,8,2,3,1,1,2,5,2
91,9,1,1,2,2,1,5,3
91,9,2,4,3,3,1,5,1
91,10,1,3,4,3,2,5,1
91,10,2,2,2,3,2,3,1
92,1,1,2,2,1,1,4,3
92,1,2,2,1,1,2,4,3
92,2,1,1,2,3,2,3,1
92,2,2,3,2,3,2,5,2
92,3,1,1,4,2,2,5,2
92,3,2,2,3,3,1,2,1
92,4,1,1,4,2,1,5,2
92,4,2,3,1,2,1,1,1
92,5,1,4,1,1,2,4,1
92,5,2,4,1,3,2,5,1
92,6,1,1,5,1,2,3,1
92,6,2,2,3,2,2,1,1
92,7,1,4,2,1,1,5,3
92,7,2,3,3,1,1,5,3
92,8,1,3,5,3,1,3,1
92,8,2,3,2,2,1,4,2
92,9,1,4,1,3,2,1,1
92,9,2,1,3,2,2,4,1
92,10,1,1,5,2,1,4,1
92,10,2,3,3,1,1,2,1
93,1,1,1,2,1,2,5,2
93,1,2,1,4,2,2,5,3
93,2,1,2,3,2,2,2,1
93,2,2,2,3,2,2,4,1
93,3,1,3,5,3,1,1,1
93,3,2,1,1,2,2,1,1
93,4,1,3,3,2,2,5,3
93,4,2,1,4,1,2,2,1
93,5,1,2,2,1,2,4,1
93,5,2,2,3,1,2,4,2
93,6,1,4,2,3,1,3,1
93,6,2,3,5,1,1,5,1
93,7,1,4,2,1,2,4,3
93,7,2,3,1,2,1,4,3
93,8,1,4,3,2,1,5,1
93,8,2,1,5,3,1,3,1
93,9,1,3,1,1,1,4,2
93,9,2,3,1,3,1,4,2
93,10,1,4,2,3,1,5,3
93,10,2,1,1,3,1,5,2
94,1,1,2,1,2,1,2,1
94,1,2,1,3,1,2,4,3
94,2,1,3,2,1,1,1,1
94,2,2,4,3,2,1,4,3
94,3,1,3,3,3,1,5,2
94,3,2,3,2,2,2,5,1
94,4,1,2,2,1,1,3,1
94,4,2,1,5,3,2,5,2
94,5,1,2,3,3,1,1,1
94,5,2,4,1,3,2,4,2
94,6,1,2,2,2,2,5,2
94,6,2,1,5,3,1,1,1
94,7,1,1,3,1,1,3,1
94,7,2,1,4,1,2,2,1
94,8,1,3,4,2,2,5,1
94,8,2,4,2,1,2,4,1
94,9,1,3,5,2,1,3,1
94,9,2,1,1,3,2,4,3
94,10,1,4,1,1,1,4,3
94,10,2,3,1,2,2,5,1
95,1,1,3,4,1,2,4,2
95,1,2,4,1,2,2,5,1
95,2,1,1,5,1,2,4,2
95,2,2,1,1,3,2,2,1
95,3,1,3,2,1,1,4,2
95,3,2,3,3,1,1,4,3
95,4,1,3,5,2,1,1,1
95,4,2,1,5,1,2,5,1
95,5,1,3,1,3,2,3,1
95,5,2,4,1,3,2,1,1
95,6,1,4,2,3,2,5,3
95,6,2,2,3,2,1,5,1
95,7,1,2,3,1,1,2,1
95,7,2,3,4,2,2,4,2
95,8,1,1,3,2,1,3,1
95,8,2,2,2,3,1,4,3
95,9,1,1,2,2,1,5,3
95,9,2,4,1,3,2,3,1
95,10,1,2,3,3,1,5,1
95,10,2,1,2,1,1,1,1
96,1,1,1,3,1,1,5,1
96,1,2,3,2,3,1,3,1
96,2,1,1,1,1,1,4,1
96,2,2,1,3,1,1,4,2
96,3,1,4,3,3,2,3,1
96,3,2,4,1,2,2,4,1
96,4,1,3,3,1,1,5,2
96,4,2,1,5,1,2,5,2
96,5,1,3,4,2,1,1,1
96,5,2,2,1,2,1,4,1
96,6,1,2,1,1,2,1,1
96,6,2,1,4,3,2,3,1
96,7,1,1,5,1,2,5,3
96,7,2,3,5,3,1,4,3
96,8,1,3,2,3,2,4,2
96,8,2,4,2,3,2,5,3
96,9,1,2,2,2,1,5,3
96,9,2,4,1,2,2,2,1
96,10,1,2,3,3,1,1,1
96,10,2,3,2,2,2,2,1
97,1,1,3,4,2,2,4,1
97,1,2,2,3,1,1,4,1
97,2,1,1,5,1,1,3,1
97,2,2,3,1,2,1,5,2
97,3,1,4,3,3,2,4,1
97,3,2,3,2,1,2,3,1
97,4,1,1,4,1,2,4,2
97,4,2,2,2,2,1,5,2
97,5,1,3,2,3,1,5,1
97,5,2,2,2,2,2,1,1
97,6,1,3,5,3,1,5,3
97,6,2,3,5,2,2,5,2
97,7,1,2,3,3,1,4,3
97,7,2,1,3,1,2,1,1
97,8,1,4,1,2,2,5,1
97,8,2,1,1,1,2,4,3
97,9,1,1,1,1,1,2,1
97,9,2,4,1,2,2,5,3
97,10,1,1,3,3,1,2,1
97,10,2,4,2,3,1,4,2
98,1,1,2,1,1,2,4,1
98,1,2,1,4,2,1,5,2
98,2,1,1,2,3,2,4,3
98,2,2,1,5,1,2,1,1
98,3,1,4,1,2,2,3,1
98,3,2,1,4,3,1,5,1
98,4,1,3,3,1,1,2,1
98,4,2,3,5,1,2,5,1
98,5,1,3,1,1,1,4,3
98,5,2,1,2,2,2,2,1
98,6,1,1,2,3,2,4,3
98,6,2,3,3,2,2,2,1
98,7,1,4,3,3,1,3,1
98,7,2,2,2,2,2,5,2
98,8,1,2,3,1,1,4,3
98,8,2,3,2,3,1,1,1
98,9,1,4,1,3,2,4,1
98,9,2,3,4,2,1,5,2
98,10,1,4,3,3,1,3,1
98,10,2,2,1,2,1,5,2
99,1,1,4,1,1,2,5,3
99,1,2,3,2,3,2,4,1
99,2,1,4,1,1,1,2,1
99,2,2,1,4,3,2,3,1
99,3,1,1,2,2,2,1,1
99,3,2,3,2,1,2,3,1
99,4,1,1,3,2,2,5,3
99,4,2,4,1,2,1,4,3
99,5,1,2,1,3,1,4,1
99,5,2,2,2,2,1,4,2
99,6,1,3,3,3,2,5,2
99,6,2,3,4,2,1,5,2
99,7,1,1,5,1,1,5,1
99,7,2,1,2,1,1,4,1
99,8,1,1,5,1,2,2,1
99,8,2,4,1,2,2,4,1
99,9,1,2,3,1,1,1,1
99,9,2,3,3,3,1,5,3
99,10,1,2,3,2,2,4,2
99,10,2,3,4,3,1,5,2
100,1,1,2,1,2,1,5,1
100,1,2,1,2,2,1,5,2
100,2,1,3,1,3,2,4,1
100,2,2,1,4,1,2,5,2
100,3,1,2,3,2,1,4,2
100,3,2,4,3,2,1,4,2
100,4,1,1,2,3,1,3,1
100,4,2,3,5,1,2,5,3
100,5,1,1,3,2,2,2,1
100,5,2,3,4,2,2,4,3
100,6,1,1,5,1,2,4,1
100,6,2,4,1,3,2,4,3
100,7,1,4,1,2,1,2,1
100,7,2,2,2,1,2,5,1
100,8,1,2,1,3,1,5,3
100,8,2,4,3,1,1,4,1
100,9,1,3,5,3,1,1,1
100,9,2,1,2,3,2,3,1
100,10,1,3,2,3,2,5,2
100,10,2,3,3,1,1,1,1
101,1,1,1,3,2,1,1,1
101,1,2,3,2,2,2,4,3
101,2,1,3,2,1,1,5,1
101,2,2,1,4,1,2,1,1
101,3,1,1,5,1,2,2,1
101,3,2,4,3,3,2,3,1
101,4,1,1,2,2,1,4,3
101,4,2,1,3,3,1,5,3
101,5,1,3,4,1,2,5,2
101,5,2,3,4,1,2,4,1
101,6,1,2,1,2,1,5,1
101,6,2,3,5,3,2,3,1
101,7,1,3,1,3,2,2,1
101,7,2,1,1,1,1,1,1
101,8,1,2,1,2,1,5,2
101,8,2,3,2,2,1,4,1
101,9,1,2,1,3,2,4,2
101,9,2,1,5,3,2,3,1
101,10,1,4,3,1,1,4,2
101,10,2,4,2,3,1,5,3
102,1,1,4,1,3,2,5,3
102,1,2,2,2,2,2,4,3
102,2,1,2,1,3,2,3,1
102,2,2,1,3,2,1,1,1
102,3,1,3,4,2,2,1,1
102,3,2,1,3,3,2,2,1
102,4,1,4,2,1,1,4,1
102,4,2,3,3,1,2,2,1
102,5,1,3,2,3,2,2,1
102,5,2,2,1,2,1,3,1
102,6,1,1,4,1,1,5,1
102,6,2,4,3,1,1,1,1
102,7,1,3,4,1,1,5,3
102,7,2,1,1,3,2,4,2
102,8,1,1,5,3,2,4,2
102,8,2,3,5,2,1,4,2
102,9,1,2,1,2,1,5,1
102,9,2,3,2,2,2,4,3
102,10,1,4,3,1,1,5,1
102,10,2,1,2,3,1,5,2
103,1,1,1,3,3,2,5,3
103,1,2,1,1,2,1,5,3
103,2,1,4,2,3,2,1,1
103,2,2,4,2,2,1,4,2
103,3,1,1,4,1,2,5,3
103,3,2,3,5,2,1,4,1
103,4,1,1,5,2,2,3,1
103,4,2,2,1,2,2,2,1
103,5,1,3,3,3,1,4,3
103,5,2,2,1,1,2,4,2
103,6,1,4,1,3,1,5,1
103,6,2,2,3,2,1,4,2
103,7,1,1,4,1,2,5,3
103,7,2,3,1,1,2,1,1
103,8,1,3,4,1,1,3,1
103,8,2,2,3,3,1,5,2
103,9,1,3,3,3,1,2,1
103,9,2,1,2,2,2,5,1
103,10,1,4,2,1,1,4,1
103,10,2,3,2,1,2,4,2
104,1,1,4,3,1,2,3,1
104,1,2,3,3,1,1,4,3
104,2,1,1,1,1,1,5,1
104,2,2,1,5,1,2,2,1
104,3,1,4,3,1,2,1,1
104,3,2,1,2,3,1,3,1
104,4,1,2,2,3,2,4,3
104,4,2,2,3,2,2,1,1
104,5,1,3,5,3,2,4,3
104,5,2,4,2,2,1,1,1
104,6,1,3,2,2,2,5,2
104,6,2,1,1,3,1,5,1
104,7,1,2,2,3,1,5,2
104,7,2,3,5,2,1,4,1
104,8,1,3,1,3,1,4,3
104,8,2,3,4,3,2,3,1
104,9,1,4,1,2,1,5,2
104,9,2,1,1,2,2,4,1
104,10,1,2,3,1,2,2,1
104,10,2,1,4,1,1,5,2
105,1,1,3,5,1,1,4,3
105,1,2,1,3,2,2,2,1
105,2,1,3,2,1,1,1,1
105,2,2,1,4,1,2,4,3
105,3,1,2,1,3,1,4,3
105,3,2,1,5,3,2,2,1
105,4,1,1,4,2,2,3,1
105,4,2,3,1,2,1,5,1
105,5,1,2,3,1,1,4,2
105,5,2,2,3,2,1,4,1
105,6,1,4,2,1,2,5,1
105,6,2,1,3,3,2,4,2
105,7,1,4,2,2,2,1,1
105,7,2,4,2,3,1,4,1
105,8,1,3,4,2,1,5,2
105,8,2,4,1,3,2,3,1
105,9,1,2,2,2,1,5,3
105,9,2,3,1,3,1,5,2
105,10,1,3,3,3,2,5,3
105,10,2,1,1,1,2,5,2
106,1,1,3,4,2,1,4,3
106,1,2,2,1,1,1,3,1
106,2,1,1,2,1,2,5,3
106,2,2,4,2,1,2,5,3
106,3,1,3,2,2,2,4,1
106,3,2,3,5,2,2,5,2
106,4,1,2,2,1,1,1,1
106,4,2,1,3,2,2,5,1
106,5,1,4,3,3,1,4,1
106,5,2,1,4,3,1,4,1
106,6,1,3,4,1,1,4,2
106,6,2,2,3,1,2,3,1
106,7,1,1,1,3,2,5,1
106,7,2,3,5,3,2,4,2
106,8,1,1,3,2,1,5,2
106,8,2,4,1,3,1,1,1
106,9,1,4,2,3,1,2,1
106,9,2,3,3,3,2,2,1
106,10,1,2,1,2,2,4,2
106,10,2,1,1,1,1,5,3
107,1,1,2,1,2,2,5,1
107,1,2,1,2,3,2,5,3
107,2,1,3,3,1,2,4,3
107,2,2,1,3,1,2,1,1
107,3,1,3,1,1,1,3,1
107,3,2,1,1,1,2,4,2
107,4,1,4,3,1,2,4,1
107,4,2,1,4,3,1,4,2
107,5,1,4,3,2,1,4,1
107,5,2,4,2,3,2,1,1
107,6,1,3,5,3,2,5,3
107,6,2,1,1,1,2,4,2
107,7,1,3,5,3,1,5,3
107,7,2,2,1,3,1,5,1
107,8,1,2,2,2,1,2,1
107,8,2,1,3,3,1,4,2
107,9,1,4,2,2,1,5,1
107,9,2,3,4,2,1,5,3
107,10,1,3,5,2,1,2,1
107,10,2,2,2,2,2,3,1
108,1,1,1,3,3,1,3,1
108,1,2,3,4,3,1,4,3
108,2,1,3,3,3,1,4,2
108,2,2,2,1,1,2,5,2
108,3,1,2,3,1,2,4,1
108,3,2,3,2,2,1,2,1
108,4,1,4,2,3,2,1,1
108,4,2,1,5,1,2,4,1
108,5,1,1,1,1,2,3,1
108,5,2,3,2,2,2,4,2
108,6,1,3,1,2,2,5,2
108,6,2,1,3,2,1,5,3
108,7,1,1,4,2,1,1,1
108,7,2,3,5,1,2,2,1
108,8,1,4,1,2,1,4,3
108,8,2,1,4,3,2,1,1
108,9,1,1,2,3,1,5,1
108,9,2,3,5,2,1,2,1
108,10,1,2,2,3,1,5,3
108,10,2,4,3,1,2,5,1
109,1,1,1,5,3,1,1,1
109,1,2,4,3,1,1,2,1
109,2,1,1,4,1,2,5,2
109,2,2,3,4,2,2,1,1
109,3,1,1,1,2,2,4,3
109,3,2,1,3,2,2,3,1
109,4,1,3,4,1,2,3,1
109,4,2,3,5,3,2,4,2
109,5,1,3,3,3,1,5,3
109,5,2,3,3,3,1,5,1
109,6,1,3,3,2,1,5,1
109,6,2,3,5,1,2,5,2
109,7,1,1,2,2,1,4,3
109,7,2,1,1,2,1,1,1
109,8,1,1,1,3,1,2,1
109,8,2,4,2,1,1,5,3
109,9,1,4,2,1,2,2,1
109,9,2,2,2,2,2,4,1
109,10,1,2,1,3,1,4,2
109,10,2,2,1,1,2,4,1
110,1,1,1,3,1,2,5,3
110,1,2,2,1,3,1,3,1
110,2,1,4,1,3,1,5,1
110,2,2,2,2,1,1,5,3
110,3,1,1,3,3,1,1,1
110,3,2,3,4,1,1,4,1
110,4,1,1,5,1,2,5,2
110,4,2,1,5,1,1,5,2
110,5,1,3,5,2,1,1,1
110,5,2,3,4,2,2,1,1
110,6,1,1,2,2,2,4,3
110,6,2,1,2,2,2,2,1
110,7,1,3,3,3,2,4,3
110,7,2,3,1,3,2,3,1
110,8,1,3,4,3,2,4,2
110,8,2,3,2,1,1,2,1
110,9,1,2,3,2,2,5,1
110,9,2,1,2,1,2,2,1
110,10,1,4,1,3,1,4,2
110,10,2,4,1,2,1,4,1
111,1,1,2,3,3,2,4,1
111,1,2,2,2,1,2,4,1
111,2,1,3,5,2,1,4,3
111,2,2,3,4,3,1,5,3
111,3,1,1,5,2,1,4,1
111,3,2,1,2,1,1,3,1
111,4,1,1,3,2,1,4,2
111,4,2,4,3,2,2,4,3
111,5,1,4,1,2,2,4,2
111,5,2,3,1,1,1,1,1
111,6,1,1,4,3,1,2,1
111,6,2,3,3,3,2,2,1
111,7,1,4,3,1,2,5,3
111,7,2,3,2,2,2,1,1
111,8,1,3,2,1,2,5,2
111,8,2,2,1,3,2,5,2
111,9,1,2,1,1,1,5,2
111,9,2,1,1,1,2,5,1
111,10,1,4,2,2,1,3,1
111,10,2,1,5,3,1,5,3
112,1,1,2,3,2,2,4,3
112,1,2,2,3,1,2,2,1
112,2,1,3,2,3,2,5,1
112,2,2,4,3,1,1,5,3
112,3,1,1,5,1,1,4,2
112,3,2,4,1,3,2,4,2
112,4,1,3,4,2,2,3,1
112,4,2,2,1,3,1,5,1
112,5,1,3,2,3,1,4,2
112,5,2,4,3,2,1,1,1
112,6,1,1,4,2,2,4,1
112,6,2,3,4,3,1,2,1
112,7,1,1,2,3,2,1,1
112,7,2,4,2,1,2,5,3
112,8,1,3,1,1,2,1,1
112,8,2,2,1,2,1,4,2
112,9,1,1,1,3,1,5,1
112,9,2,1,5,1,2,5,3
112,10,1,1,2,1,1,2,1
112,10,2,3,3,2,1,3,1
113,1,1,1,2,2,2,2,1
113,1,2,3,5,1,1,4,2
113,2,1,3,3,2,2,4,1
113,2,2,2,2,3,2,4,1
113,3,1,1,1,3,1,5,3
113,3,2,4,2,2,2,5,1
113,4,1,2,3,1,1,4,1
113,4,2,3,3,2,2,1,1
113,5,1,1,3,3,2,1,1
113,5,2,3,3,1,1,5,3
113,6,1,2,1,1,2,4,3
113,6,2,4,2,1,2,1,1
113,7,1,1,2,3,1,3,1
113,7,2,3,1,2,2,5,2
113,8,1,3,4,1,1,5,2
113,8,2,3,4,3,2,2,1
113,9,1,1,5,2,1,5,2
113,9,2,1,4,2,1,3,1
113,10,1,1,5,3,1,3,1
113,10,2,4,1,3,1,4,3
114,1,1,3,2,2,1,3,1
114,1,2,1,4,3,2,5,2
114,2,1,3,5,1,1,5,1
114,2,2,1,1,2,2,4,2
114,3,1,2,1,2,2,3,1
114,3,2,2,1,3,1,4,1
114,4,1,3,2,2,2,5,2
114,4,2,4,3,1,1,5,1
114,5,1,1,1,3,2,1,1
114,5,2,4,3,2,1,5,3
114,6,1,1,3,1,2,2,1
114,6,2,3,4,2,1,4,3
114,7,1,1,1,3,2,4,2
114,7,2,2,2,2,2,5,1
114,8,1,2,2,3,2,4,3
114,8,2,3,5,1,2,5,2
114,9,1,3,5,3,1,4,1
114,9,2,4,2,3,1,4,3
114,10,1,4,3,1,1,2,1
114,10,2,1,3,1,1,1,1
115,1,1,1,1,2,1,3,1
115,1,2,3,5,1,2,2,1
115,2,1,2,2,2,2,2,1
115,2,2,4,3,2,1,4,1
115,3,1,1,3,2,2,5,2
115,3,2,1,3,2,1,4,3
115,4,1,3,5,1,1,3,1
115,4,2,1,2,3,1,4,3
115,5,1,3,4,3,2,1,1
115,5,2,3,4,2,1,4,1
115,6,1,3,5,3,2,2,1
115,6,2,2,3,2,2,5,3
115,7,1,2,2,1,2,3,1
115,7,2,3,3,1,1,1,1
115,8,1,1,2,1,1,5,3
115,8,2,1,1,3,2,4,2
115,9,1,4,1,3,2,5,2
115,9,2,3,2,3,2,5,1
115,10,1,4,1,3,1,5,1
115,10,2,1,4,1,1,4,2
116,1,1,1,1,3,1,5,2
116,1,2,3,2,2,2,2,1
116,2,1,3,4,2,1,4,1
116,2,2,2,1,3,2,5,1
116,3,1,1,4,2,1,1,1
116,3,2,1,2,1,2,4,2
116,4,1,4,3,1,1,1,1
116,4,2,2,1,3,2,4,3
116,5,1,1,4,3,2,4,1
116,5,2,4,3,1,2,5,2
116,6,1,2,1,3,1,4,3
116,6,2,3,2,3,2,5,2
116,7,1,4,1,1,1,5,2
116,7,2,2,3,2,1,3,1
116,8,1,3,2,1,2,2,1
116,8,2,3,3,2,2,3,1
116,9,1,3,3,1,1,4,1
116,9,2,4,2,2,1,5,3
116,10,1,1,5,2,1,5,3
116,10,2,1,5,3,2,4,3
117,1,1,1,5,2,1,2,1
117,1,2,2,1,1,1,4,2
